word,max_emp_bridge,date_of_max,occurrences
ребёнок,1.214163468988477,1816,22
оброк,0.9879524370596965,1808,3
денёк,0.6198621579127153,1807,2
пенять,0.5469080571872276,1816,7
рок,0.7731056275319186,1814,2
явиться,0.8156101034549079,1811,6
вмиг,1.2588565070422038,1814,5
свирепый,1.1457366476186894,1809,2
оторопеть,0.6183268185203755,1807,2
коль,1.2213922867594234,1823,38
гнев,1.2505366708721262,1809,6
помочь,0.5815565560853523,1809,15
поднять,1.048184872851743,1816,13
басня,0.6755004001404111,1815,16
тошный,0.8590716135796715,1809,6
умысел,0.9904427317928453,1808,3
хозяин,0.7238498263803392,1809,25
музыка,0.676805791278542,1823,7
заманить,0.6165010095132689,1808,2
слушать,0.9550523417371026,1811,17
запеть,0.8734571871701878,1823,5
гость,0.8687108381278262,1815,17
помиловать,0.645465819462822,1808,10
удивление,0.4530809866956942,1814,4
хор,1.5238262937038272,1811,4
умиление,0.8425497180486985,1823,3
драть,0.7173550547958316,1811,9
зато,0.6098785165450704,1814,16
брать,0.9919994093338671,1813,13
пить,1.5242955488641292,1823,12
разуметь,1.023053734250747,1813,3
греция,1.0003773532574467,1811,2
выгнать,0.6132643480915798,1808,2
делить,1.2073602488507593,1814,8
поместье,0.4620597880723485,1808,3
парнас,1.8592723036711334,1808,4
отмежевать,0.9419099693707808,1811,2
пасти,0.6921020644002175,1819,5
осёл,1.9590960472407188,1815,28
как-то,0.7748677839150091,1811,13
муза,1.3187735467012989,1808,2
недаром,1.0096244148841038,1814,4
надоесть,0.3252056912073377,1830,5
кричать,0.6958351878163592,1811,31
унывать,0.6110235824919489,1808,2
робеть,0.6106916172179294,1808,2
надо,0.6312175962245858,1814,13
прославить,0.9317020371946845,1811,2
стадо,1.091361328720109,1811,33
громкий,1.086201706008593,1819,5
сестра,1.3347457999674899,1812,7
составить,0.9304986630763642,1811,2
толк,0.6484795008095235,1814,17
братство,0.6097372170551237,1808,2
завести,0.9409037574887722,1815,4
порядок,0.858143533980457,1811,8
чей,0.5310152591303658,1814,4
голос,0.9521951570148955,1811,14
ослиный,1.1948561033252956,1816,6
приятство,1.056313501929715,1811,2
принимать,0.6266200048761833,1819,5
одобрить,0.6089073038700753,1808,2
ослово,0.6835164992059342,1815,2
певец,1.4157978048504105,1823,11
дичь,0.8471237287830538,1809,3
занести,0.9685916782700897,1811,2
тронуться,0.6083263646405414,1808,2
обоз,0.5228263677172802,1812,3
тысяча,0.6709405028622962,1814,11
пение,0.7960991228627367,1811,5
потерять,0.5875586864577801,1811,4
терпение,0.7424026178714228,1816,10
загнать,0.6076209384332502,1808,2
хлев,0.9054352848878997,1812,2
хотеться,0.744871160452413,1815,8
невежда,0.7209325423108993,1815,5
старинный,0.5272479114271569,1812,3
мнение,0.6070399992037161,1808,2
ум,0.7882523350871292,1813,26
придать,0.6066665382704443,1808,2
сильный,0.5541596266393074,1809,19
бессильный,1.1358861521907273,1809,4
виноватый,0.6258004954708473,1809,19
история,1.4607865615285258,1809,3
тьма,0.7465962454170874,1816,4
ягнёнок,0.9063349939648316,1811,15
зайти,0.9597968598726665,1808,3
ручей,1.5446599504408616,1811,10
напиться,0.7242861293948739,1823,3
около,0.9493782798666356,1809,3
голодный,0.8564420621670662,1816,8
рыскать,1.1997639959653459,1809,2
волк,1.9531242495995862,1816,55
добыча,1.4641888032615242,1833,7
вид,0.7349403655331443,1819,6
нечистый,0.7050583435300852,1816,3
рыло,0.8029229046167442,1823,5
мутить,1.309188049413989,1808,2
питие,1.3092295450732414,1808,2
песок,1.776939014058009,1811,5
дерзость,0.8459258523242112,1813,5
светлый,1.319747654854753,1808,4
позволить,0.8075704239258401,1808,4
осмелиться,0.6029319289377261,1808,2
донбыть,0.7357180385454841,1814,2
ниже,0.8745598606609136,1811,4
шаг,0.8035955503790558,1814,14
сто,0.5301278441117508,1819,3
напрасно,0.685902593755492,1813,11
изволить,0.8535211282303189,1816,4
лгать,1.4234741808549654,1811,4
негодный,0.7102406115516663,1816,4
слыхать,0.887234552058185,1814,8
забыть,0.8151191363789659,1812,10
род,0.7241607159868338,1808,5
кум,1.229294017404205,1823,19
сват,0.7456020921073008,1812,6
пёс,1.2377324716355027,1814,13
пастух,0.7992079595598596,1811,35
зло,0.7747242871939054,1815,9
разбирать,0.8806631470563999,1811,4
вина,1.0777163965328953,1814,8
щенок,0.7076164013852244,1811,3
кушать,0.6792253532822958,1809,4
перенимать,1.5954149441430427,1808,3
сохранить,0.46883610027139294,1819,3
привести,0.7033514243285932,1814,2
страна,0.6026408461081645,1823,4
обезьяна,1.3023827612965913,1808,2
много,0.7988475357432385,1813,17
стая,0.7483720185563413,1830,5
сидеть,0.9139705150227982,1812,11
сук,0.5950062580205131,1808,2
ловец,1.1522091970286699,1809,6
украдка,0.6288252203112389,1815,2
сеть,1.8593888373723013,1809,17
кататься,1.241589802669933,1811,3
кругом,1.045367682422212,1809,8
шептать,0.5949432702956116,1811,3
сбраться,0.5929314750578918,1808,2
искусство,1.1832120603701495,1812,6
перенять,1.0273080361122702,1811,2
довольно,0.9897764207615785,1815,5
позабавить,0.6586191036544797,1815,2
авось,1.3820129131779357,1830,4
уйти,1.449647889820224,1811,4
глядь,0.9256021752845779,1811,2
подлинно,1.276816891157764,1814,18
терять,0.7686913158776699,1816,4
пойти-ка,0.6970453543547149,1811,3
попытаться,0.9048070863774201,1809,3
сойти,0.7509000955566214,1815,3
дорогой,1.2391561762143186,1814,6
разостлать,0.941453517119004,1811,2
внизу,0.6465023711527716,1832,2
премножество,0.5902342572064843,1808,2
кувыркаться,0.725925062961912,1814,2
кутаться,0.5898607962732125,1808,2
визжать,0.9835308933498199,1808,3
веселие,1.2968336878726436,1811,3
между,0.6511306598077131,1823,19
стеречь,1.4827818342506975,1823,13
мешок,3.1693111019390074,1811,18
орёл,2.3315910059352047,1814,28
летать,0.8895199854501028,1811,7
гулять,1.0815051098627269,1819,7
молния,0.5875785350143291,1808,2
родиться,0.6706385347257847,1819,12
спуститься,1.2723367707895674,1811,7
вышина,0.5873295610588146,1808,2
отдыхать,0.5322793232349474,1816,3
садиться,1.0322353549026346,1811,9
овин,2.0414261703118983,1808,5
насесток,0.6213974973050549,1815,2
царь,2.767937106572292,1814,56
сделать,1.1169838353538648,1815,22
вблизи,0.7069306670579647,1819,5
сесть,2.025883563744221,1812,13
скала,0.8248532878053663,1816,4
хохлатый,1.082829228192014,1811,2
наседка,0.6209410450532783,1815,2
толковать,1.0957219109507157,1814,12
кума,1.3468702777162858,1816,10
полёт,1.3333147951725994,1814,6
захотеть,0.6561633835649952,1811,6
вперёд,0.9401803989198707,1813,18
дура,0.5032863858431803,1823,4
почитать,0.5834704647483391,1808,2
сейчас,0.8213321610387396,1816,4
кура,0.8496108789257709,1823,19
спускаться,0.8980490575409683,1812,2
никогда,1.108717883141431,1814,9
подняться,1.458514088232229,1812,8
талант,0.8370680587012206,1816,5
судить,0.6222580936067309,1814,9
слабость,0.8909947954680562,1812,2
тратить,0.6133542085653922,1814,7
чувствовать,1.049281607449847,1823,6
сильно,0.8394495552176356,1809,3
прекрасно,1.3072528668667804,1823,5
различный,0.8451755390258283,1815,3
постичь,0.580524272941417,1808,2
высота,0.661985405042568,1823,6
стрекоза,1.2858674889141266,1808,2
красный,0.5803167946451548,1808,2
пропеть,0.5802752989859024,1808,2
оглянуться,0.814682134130128,1815,3
успеть,0.7909353973515261,1815,8
зима,1.0780691406893301,1809,8
чисто,0.5798603423933781,1808,2
боле,0.5764142789883585,1827,23
листок,0.7688967149390565,1809,4
готовый,0.7679684678148597,1828,11
стол,0.5992709714369734,1811,10
дом,0.9142947009628888,1811,37
пройти,0.5607035088769613,1814,14
зимой,0.9505832526225959,1809,8
голод,0.700661178977166,1814,11
злой,1.3433638880205074,1814,18
тоска,0.893838029708195,1815,4
муравей,1.2837097146330003,1808,2
ползти,0.7996055341256123,1814,6
странно,0.5769971419049609,1808,2
работать,0.5768726549272035,1808,2
голубчик,0.9711133012450709,1814,3
мягкий,0.617565371394904,1819,5
песня,1.7429377042234444,1823,13
душа,0.9279825364422898,1815,17
целое,0.5755032981718736,1808,2
поди,0.7705755545713046,1811,5
посадить,0.7174589948543366,1816,3
слон,2.09687744230926,1808,16
порода,0.5375293436486253,1815,4
семья,0.9791093496399433,1808,3
урод,0.4921804957971014,1816,3
воевода,0.9900869754023954,1808,3
родня,0.8215593180844579,1816,10
простой,0.5388530242992118,1811,13
обидеть,1.381396715993776,1811,4
вступить,1.0134069902627079,1811,2
овца,2.757897284989479,1819,36
прошение,0.6138452873211137,1830,2
приказ,0.6253180897278288,1816,3
сдирать,1.129179879576972,1811,2
кожа,1.3417553243437692,1818,9
плут,0.9467995087146012,1830,10
преступить,0.5718516801576603,1808,2
позволение,0.6875415781534194,1833,2
тулуп,1.0830782021475285,1811,2
собрать,0.7180688629522506,1816,3
глупый,0.6141690756652453,1816,8
всего-то,0.7150946958970292,1814,2
шкурка,0.805046949743091,1808,4
снять,0.77133216095264,1812,4
отдать,1.2445436328702235,1814,8
то-то,1.0808594852582476,1813,6
потерпеть,0.7000732672476515,1814,2
взять,1.6546796579746872,1819,36
тронуть,0.9763649431993303,1808,3
видно,0.9329230866923579,1815,11
напоказ,0.6933094747895063,1833,2
известно,0.6787431993510258,1814,5
диковинка,0.9753203716421596,1811,6
ходить,0.5919399288615572,1823,10
отколе,0.7373532876546921,1813,4
моська,1.55770476675536,1808,3
метаться,1.0663769926068736,1823,7
лаять,0.9355046964466113,1815,4
лезть,0.4768660302272608,1819,3
драка,0.8001897440438702,1819,8
соседка,0.7371652692911059,1818,5
перестать,0.8579812221347128,1816,4
возиться,0.6917090084979675,1811,3
хрипеть,0.5976204845534159,1816,2
лай,0.6222124423859982,1814,4
примечать,0.8380128900210062,1816,5
эх,1.1855839950461977,1811,6
придавать,1.0954854042640034,1811,2
попасть,0.5004623482463799,1816,15
забияка,0.9056012675249094,1812,2
пускай,0.9818944839202363,1819,8
собака,1.1344649144660193,1811,33
ай,0.8966382051263859,1812,2
самый,1.6703455414121697,1811,14
зной,0.9370233387402122,1816,5
поклажа,0.9379263122502502,1814,3
рыдван,1.2689372599391373,1808,2
конь,0.9771207856139341,1812,12
кучер,1.2670284596135257,1808,2
биться,0.8434812649742622,1811,7
козёл,0.8649941329449109,1811,4
лошадь,0.6634871924773253,1823,10
кнут,0.919045861122695,1812,2
тиранить,0.5625981481443696,1808,2
боярин,1.0586463140762283,1830,3
барыня,0.9355485376801377,1816,6
девка,0.5806072642599218,1816,2
сын,0.9425738853059032,1813,8
учитель,1.1208455210674007,1811,5
плотно,1.2156568334590245,1809,2
едва-едва,0.42926243702897293,1813,3
тянуть,0.7625313656959071,1814,5
горе,0.5858042955566473,1823,8
вступиться,0.9586723396218365,1814,7
жужжать,0.7879107994788409,1808,4
вокруг,1.3588226610544323,1814,10
над,0.6860494245436737,1816,29
укусить,0.8696719076253742,1814,3
вместо,0.6982959586077012,1814,5
вдоль,0.6411916010540905,1819,3
поперёк,0.5594444780411854,1808,2
откупщик,1.5987114822910284,1811,7
ярмарка,0.8362938219252849,1833,5
хлопотать,0.8655644852686523,1811,6
плакаться,0.49168921316267067,1832,3
слуга,1.0402067924551381,1811,5
плестись,0.5582825995821175,1808,2
вслед,1.0211224852740193,1813,3
шажком,0.5581996082636126,1808,2
тишком,1.157811884461145,1809,2
барин,0.9897433339533485,1823,12
нужный,0.46858198856392874,1819,3
служанка,0.581312690467213,1816,2
бора,0.6649264438608481,1832,2
искать,0.6364542064894106,1816,8
ужин,0.71657582011411,1811,5
понемногу,0.5564982862342632,1808,2
ровный,0.6069985035444637,1830,2
слава,0.7302260164305817,1816,21
путь,0.9001013241764182,1816,25
насилу,0.6370559465209756,1814,8
крыло,1.660166791184708,1811,9
носить,0.4231866887175852,1816,6
лев,1.573878762294551,1809,95
соседство,0.5542575206346324,1808,2
положить,0.5538010683828556,1808,2
зверь,1.0103586819258632,1816,31
ловить,0.6220654598722873,1816,3
сначала,0.9081613609159472,1809,3
олень,0.9640151142165717,1808,3
товарищ,0.7664681628616808,1814,5
прислать,0.7859290635178214,1823,5
коготь,0.7312121715803908,1811,17
делёж,1.068946308618776,1813,3
братец,1.1263154111468703,1814,11
часть,0.8413985355835715,1816,5
спор,1.5670909995179176,1815,11
протянуть,0.5956378422960138,1816,3
живой,1.0965593689719981,1816,14
встать,0.527240348294128,1815,6
залезть,0.781602114021968,1812,4
сад,1.332501425760016,1819,8
кисть,1.2558246316153712,1808,2
зуб,1.3304919631609513,1819,17
висеть,0.548365137020788,1808,2
высоко,1.2569757426375467,1830,7
отколь,0.7665661612137882,1809,6
нейметь,1.1470230130555146,1809,2
попусту,1.009076533621965,1814,8
досада,1.2657814406206935,1816,9
разбор,0.6245859930072003,1811,5
личина,0.5463733453766717,1809,2
дружба,1.1759404229849262,1815,19
истина,0.8885482429723199,1811,5
понять,1.044395541704543,1811,4
послушать,0.7787984015393278,1819,15
басенка,0.7419681618333497,1819,5
огонёк,0.6275779588531882,1809,5
забытый,0.6615652954614017,1832,2
огонь,1.442586439569763,1809,17
становиться,0.7094722468713829,1823,8
гореть,1.1445183785336042,1811,6
участь,0.5869718319966756,1819,4
жестокий,0.6853008125537886,1833,2
затем,0.902540785019248,1813,9
снег,1.3423233551543585,1809,6
зеленеть,1.2462391343280612,1809,2
безделица,0.5427217273624584,1809,2
продолжать,0.5425972403847011,1809,2
подружиться,0.5425142490661963,1809,2
порою,0.5420577968144196,1809,2
маленький,0.6355659083081883,1830,11
спросить,0.8366786888140804,1811,14
зреть,1.1078926063804782,1811,2
спасибо,0.7251607917870786,1815,9
хвалить,0.9840217237875273,1834,9
пристать,0.48773206262944485,1816,6
хвастовство,0.7355927242713788,1813,4
уступить,0.5429707013179729,1830,2
оно,1.1645073687809055,1816,15
вред,0.679372066897572,1813,4
ночлег,0.47439267627460957,1813,3
весною,0.5416814564111216,1816,3
сладить,0.7881531626594398,1811,6
дремать,1.0904229338352076,1811,2
клуб,1.1144904162016138,1811,2
чёрный,1.0021149295556995,1813,3
дым,0.5530809868678933,1814,4
нестись,0.4035347641033459,1809,7
облако,1.2946450722721756,1814,6
лютый,1.200469422172637,1809,2
погибнуть,1.0749119736819743,1811,4
прохожий,0.8108883575488263,1814,5
находить,0.8443511334579018,1813,5
дивиться,0.7513871796221641,1832,11
голубь,1.4454344473854335,1809,5
родный,0.6401535352871507,1815,2
печаль,0.7192922101584938,1815,5
пополам,1.0936913164373172,1811,4
скучно,0.5345470824897307,1809,2
вздумать,0.7337004473691422,1815,12
лететь,1.2782125616425783,1811,21
осмотреть,1.2330435146857903,1809,2
поверить,0.8739261539751255,1814,6
быль,0.6727112687640364,1823,4
молва,0.9269233206763257,1816,6
сквозь,0.7018218938884944,1814,17
слеза,1.6809245443363137,1816,10
таскаться,0.6534917851628655,1813,4
бессовестный,0.5895288309991931,1816,2
вспомнить,1.0658113518590375,1814,7
хищный,1.224619895857548,1809,2
птица,0.4506165042081497,1819,12
силок,0.9369268062008912,1809,3
ужасный,0.5788229509120675,1830,2
странствие,0.7847138934298534,1811,3
весна,0.615533983477424,1813,15
даль,0.6819396641543422,1833,2
корм,1.3978836922730251,1814,12
прокричать,0.5764162026754269,1816,2
гром,1.0476604617556695,1809,5
сон,0.8514828943207203,1819,8
бояться,1.2945673686993233,1816,18
несчастие,0.7422204801165349,1816,7
здоровый,0.598118432464445,1830,2
сытый,0.5713247907580558,1813,6
укрытый,0.7879610735442864,1814,2
ненастье,0.5276588030538284,1809,2
голубка,0.9982536573252108,1809,5
охота,1.0984038038249744,1816,8
мешать,1.0626623377953357,1811,2
плакать,1.085240612197413,1823,4
разлучиться,0.5262894462984983,1809,2
крылышко,1.2262797222276451,1809,2
дружка,0.5681768371093857,1834,3
назад,0.7101068704468168,1814,9
воротиться,0.7798349486465415,1823,3
тогда-то,1.3273270927683438,1811,3
местечко,0.621024036371783,1815,2
рассказать,0.5488474065616112,1816,3
обычай,0.8993354229777935,1812,2
представить,0.7928184585579253,1823,5
странник,0.8506161986478519,1811,4
встреча,0.3519277740573774,1809,3
океан,0.7167840387929809,1827,4
степь,0.9748160271579533,1811,2
деться,0.9229460109789759,1815,4
сухой,0.7659624426335342,1816,4
кой-как,0.9248819112670895,1809,3
прижаться,1.1070630647384014,1812,3
голубок,0.7163810613338544,1814,2
спастись,0.690789798678293,1819,5
утихнуть,0.5212269758697026,1809,2
помалу,0.9726887938313487,1814,3
желание,1.2195574254287522,1809,2
бедняжка,1.0519469111016635,1814,20
дале,0.5534552988569614,1819,3
лесок,0.6417303703387429,1815,2
птичка,0.74232806062483,1811,3
старый,1.5669013135288734,1823,13
прочь,1.1681018992052088,1815,8
память,0.455283475873304,1813,3
ястреб,1.4988016729651656,1809,3
невзвидеть,0.7733960971466856,1814,2
последний,0.646987111030384,1813,6
махать,0.5178243318110037,1809,2
распустить,0.4368401361714575,1823,5
холод,0.46804577545385784,1814,4
пахать,1.0255609697643935,1830,3
ударить,0.9642346340485851,1811,2
хищник,1.223541008716985,1809,2
обед,1.0132800011326766,1811,10
вниз,0.691608152760157,1814,2
плетень,0.5752958198756115,1830,2
кончиться,0.43332131869706425,1823,6
черепок,0.5152516009373533,1809,2
жалость,0.6927700312192249,1814,2
разбитый,0.5144631834115573,1809,2
клясть,0.7852406116808156,1816,4
кое-как,1.0295902973711535,1811,2
домой,0.8635552623233385,1811,19
отрада,1.109427945772818,1811,2
помощь,0.8919829155407284,1814,3
скоро,0.572948920457764,1813,9
сулить,0.6248416370230062,1830,2
красивый,0.5345470824897307,1816,2
угодный,0.8792434486065247,1809,3
правление,0.9909578386071464,1811,2
показаться,0.36761103111822224,1809,7
служба,1.2621642566676827,1823,10
воля,1.1308810166471006,1823,11
пособить,0.5599266770070491,1816,3
сродный,0.6007741546566001,1816,2
зевес,1.02733522196237,1816,6
шум,0.8852633347134031,1819,8
царство,1.6646345661733524,1814,12
келья,0.5222228716917607,1816,2
важный,0.5931289242167315,1813,8
рост,0.7786175060830033,1815,6
великан,0.5064960168350918,1809,2
чурбан,1.4651408475933816,1811,4
чтить,0.5057490949685483,1809,2
поддать,0.5054171296945288,1809,2
страх,0.585167592579383,1811,16
издали,0.5049606774427522,1809,2
осока,0.7537271546610363,1814,2
приглядеться,0.5042967468947134,1809,2
дерзнуть,0.503674312005927,1809,2
перед,0.6813044098758045,1811,10
рядом,0.7972801620124687,1823,5
задом,0.9037754585178027,1812,2
терпеть,1.1179362863237736,1823,11
милость,0.7437500012807305,1816,4
вскочить,0.5017655116803156,1809,2
наскучить,0.48745401803826793,1813,3
житие,0.8488604918273359,1816,10
юпитер,0.8785971364948789,1816,12
держава,0.5126373744044507,1827,2
тёплый,0.6384098118988154,1819,6
журавль,0.5947230401491427,1816,3
нрав,1.0514341720994924,1813,11
народ,1.3616402683451938,1823,25
суд,1.0283471787894694,1813,20
правый,1.2113638103131468,1809,6
завтрак,0.679697995125161,1816,3
расправа,0.49894380685115064,1809,2
житель,0.7985622079478868,1812,4
болото,0.6965461362111955,1814,2
приходить,1.098611300387583,1812,8
великий,0.8919676337819772,1811,13
утро,0.9066777548011329,1823,7
вечер,0.664572970143712,1823,6
встретить,0.549728327147487,1833,3
проглотить,1.1201753215191959,1811,2
прежний,0.44971766751490955,1819,7
стон,0.69268703990072,1833,2
пожаловать,0.3085093902026119,1816,4
нынешний,0.8096922462328482,1818,6
глотать,0.5232602631730713,1816,2
даже,0.7639946975386958,1819,26
нельзя,1.43338910810073,1814,18
засуха,0.7128954259566506,1814,2
счастливо,0.4944643086963341,1813,8
безумный,0.716683656208409,1823,6
покой,0.6840874593061645,1813,15
слишком,1.2355046969632084,1813,4
тихнуть,0.48952464873028084,1814,4
лужа,0.8625586869313275,1830,4
лихо,0.4699237097293922,1815,4
живить,1.0556910670409285,1811,2
плохой,0.6926688273103955,1809,21
ужас,0.4993587634436748,1823,2
мор,1.1789331750206289,1809,2
свирепствовать,0.4930929188965588,1809,2
ад,1.0400350207631706,1814,8
ров,0.6063760686556774,1830,2
сено,1.1484832730550611,1811,3
косить,0.9376774121270335,1811,2
бродить,0.32063815247828925,1823,3
столь,1.1861126008396368,1814,8
смирный,0.6663732405841082,1809,4
подземелье,1.0591352067588797,1811,2
любовь,0.9360135068037678,1816,9
помин,0.7548475374608519,1814,2
сем,0.9425469499798645,1815,4
сзывать,0.9078931940516466,1811,4
тишина,0.4884454050602872,1809,2
уставить,1.103912079565846,1812,3
приложить,0.5025234750437445,1823,4
множество,1.2735570554689255,1811,3
подпасть,0.8809528459289695,1813,2
угодить,0.7974703011445547,1823,3
усердие,1.0657106195437325,1830,3
вера,0.8275571273083124,1809,3
ведомый,0.4860801524828991,1809,2
многие,0.6484741795204224,1823,4
итак,0.6517498934510381,1819,5
вольный,0.8376707732653865,1823,3
ох,1.5799203270145308,1823,8
больно,0.5441047362815689,1815,5
овечка,1.332140807302636,1819,6
бедненький,0.5704408277430779,1830,2
иногда,0.7495295048308143,1823,10
охотно,0.8377504368766213,1816,5
перечесть,0.4755868552790501,1811,4
принбыть,1.1798460795241823,1809,2
лишний,1.0279341953654122,1811,6
доброта,0.8814626908517117,1814,3
совесть,0.8847547610446888,1819,10
притом,0.8466083363386753,1823,14
поверь,0.6324530527322709,1823,4
бить,0.8643656086639775,1811,7
чело,1.013854890440544,1813,3
частый,0.5926562649284342,1819,3
учить,1.0974206877675285,1811,7
поделом,0.6458626771685075,1813,4
бесхвостый,1.1316610780209333,1811,3
спесь,0.9686619734990128,1815,4
окончить,0.8231186428179383,1815,3
лад,1.269195227851201,1816,9
доказать,1.1416055647882466,1814,5
спешить,0.6321452242683662,1811,3
тигр,1.1809249666647452,1809,2
черёд,1.1401762292788644,1809,2
богатый,1.0427155550700524,1815,34
зубок,0.5551289294789332,1830,2
святой,0.9035370777189189,1814,10
ряд,0.9612469465824105,1811,2
пять,0.8087231191076506,1814,5
худой,0.6634871924773253,1811,10
лукавый,0.6012323954015139,1819,4
найти,0.8632975527014963,1823,16
стог,0.7389060229643125,1816,3
клок,0.652104285151849,1815,2
сенцо,0.6466255879679434,1816,4
стянуть,0.40837445467541833,1816,3
злодей,0.6838359547855583,1823,6
чужое,0.8716163225971738,1813,2
строгий,0.744903059260467,1816,3
проказа,0.4615316909355984,1814,4
спасть,0.6641114365515671,1814,5
приговорить,0.799081910223936,1814,2
куча,0.8094973206962947,1813,2
петух,1.1055584181687834,1816,9
зерно,1.230815466273452,1811,3
вещь,0.45955538012923636,1815,7
глупо,0.5333022127121579,1828,2
ценить,0.6424772922052866,1815,2
гораздо,1.4345032739218022,1812,5
невежа,1.0515841362642238,1815,5
пустяк,0.989837455807331,1811,2
воровать,1.0104193027965334,1811,2
вор,1.128027187508663,1812,17
беречься,0.5626710834476621,1816,3
клепать,0.520106593069887,1816,2
унять,0.5316382119232858,1814,5
исправить,0.4676975754340751,1809,2
заставить,0.5774756535901095,1811,5
меньшой,0.6865041866721089,1815,2
купчина,1.4333424971223954,1809,3
выстроить,0.8775502018702708,1813,2
анбар,0.7285504707381253,1813,4
съестной,0.7919645474828312,1815,3
товар,1.006533864697456,1819,12
кошка,0.6898202999906102,1809,14
учредить,0.6276220358755039,1811,3
мышь,1.2196524876536654,1813,14
кладовая,0.4658717664269685,1809,2
хорошо,0.5017316761206254,1823,5
сделаться,0.6232989244200242,1823,8
причина,0.7312600735424455,1818,5
надсмотрщик,0.5703993320838255,1816,2
подстеречь,0.6187832707721522,1815,2
наказать,0.9466677549870177,1814,3
поберечь,0.4641289487383666,1809,2
велеть,0.7864948911619152,1816,12
услышать,0.9386522002726003,1811,8
приговор,0.4394607868885349,1821,3
скорый,0.9966806569095613,1827,23
